Sample in Buffer	Sample in Window	adc_ch0
55331	55331	-10373	
55332	55332	1062	
55333	55333	12256	
55334	55334	20776	
55335	55335	24824	
55336	55336	23458	
55337	55337	16819	
55338	55338	6326	
55339	55339	-5613	
55340	55340	-16145	
55341	55341	-23150	
55342	55342	-24916	
55343	55343	-21192	
55344	55344	-12942	
55345	55345	-1854	
55346	55346	9545	
55347	55347	19027	
55348	55348	24294	
55349	55349	24324	
55350	55350	18948	
55351	55351	9043	
55352	55352	-2594	
55353	55353	-13795	
55354	55354	-21862	
55355	55355	-24998	
55356	55356	-22619	
55357	55357	-15241	
55358	55358	-4686	
55359	55359	6883	
55360	55360	16940	
55361	55361	23387	
55362	55362	24853	
55363	55363	20794	
55364	55364	11998	
55365	55365	424	
55366	55366	-11220	
55367	55367	-20328	
55368	55368	-24738	
55369	55369	-23637	
55370	55370	-17447	
55371	55371	-7551	
55372	55372	3872	
55373	55373	14518	
55374	55374	22167	
55375	55375	25000	
55376	55376	22235	
55377	55377	14389	
55378	55378	3339	
55379	55379	-8465	
55380	55380	-18444	
55381	55381	-24122	
55382	55382	-24447	
55383	55383	-19470	
55384	55384	-10337	
55385	55385	1113	
55386	55386	12118	
55387	55387	20654	
55388	55388	24819	
55389	55389	23457	
55390	55390	16772	
55391	55391	6319	
55392	55392	-5667	
55393	55393	-16255	
55394	55394	-23192	
55395	55395	-24907	
55396	55396	-21226	
55397	55397	-12881	
55398	55398	-1899	
55399	55399	9503	
55400	55400	18833	
55401	55401	24297	
55402	55402	24340	
55403	55403	18891	
55404	55404	9163	
55405	55405	-2726	
55406	55406	-13933	
55407	55407	-21866	
55408	55408	-24993	
55409	55409	-22611	
55410	55410	-15370	
55411	55411	-4875	
55412	55412	6643	
55413	55413	16871	
55414	55414	23477	
55415	55415	24829	
55416	55416	20680	
55417	55417	11885	
55418	55418	365	
55419	55419	-11107	
55420	55420	-20247	
55421	55421	-24700	
55422	55422	-23724	
55423	55423	-17590	
55424	55424	-7623	
55425	55425	3850	
55426	55426	14645	
55427	55427	22255	
55428	55428	24996	
55429	55429	22291	
55430	55430	14581	
55431	55431	3456	
55432	55432	-8598	
55433	55433	-18473	
55434	55434	-24106	
55435	55435	-24499	
55436	55436	-19567	
55437	55437	-10295	
55438	55438	872	
55439	55439	12217	
55440	55440	20735	
55441	55441	24834	
55442	55442	23452	
55443	55443	16780	
55444	55444	6306	
55445	55445	-5706	
55446	55446	-16135	
55447	55447	-23053	
55448	55448	-24910	
55449	55449	-21165	
55450	55450	-12875	
55451	55451	-1759	
55452	55452	9504	
55453	55453	18981	
55454	55454	24296	
55455	55455	24342	
55456	55456	18895	
55457	55457	9303	
55458	55458	-2618	
55459	55459	-13845	
55460	55460	-21908	
55461	55461	-24991	
55462	55462	-22635	
55463	55463	-15387	
55464	55464	-4808	
55465	55465	6674	
55466	55466	16951	
55467	55467	23421	
55468	55468	24841	
55469	55469	20745	
55470	55470	11923	
55471	55471	427	
55472	55472	-11185	
55473	55473	-20237	
55474	55474	-24724	
55475	55475	-23743	
55476	55476	-17523	
55477	55477	-7649	
55478	55478	3929	
55479	55479	14688	
55480	55480	22221	
55481	55481	25001	
55482	55482	22255	
55483	55483	14446	
55484	55484	3472	
55485	55485	-8377	
55486	55486	-18345	
55487	55487	-24111	
55488	55488	-24505	
55489	55489	-19531	
55490	55490	-10448	
55491	55491	1208	
55492	55492	12255	
55493	55493	20735	
55494	55494	24812	
55495	55495	23450	
55496	55496	16837	
55497	55497	6293	
55498	55498	-5483	
55499	55499	-16191	
55500	55500	-23182	
55501	55501	-24910	
55502	55502	-21222	
55503	55503	-12983	
55504	55504	-1890	
55505	55505	9493	
55506	55506	18911	
55507	55507	24284	
55508	55508	24326	
55509	55509	18920	
55510	55510	9266	
55511	55511	-2599	
55512	55512	-13764	
55513	55513	-21904	
55514	55514	-24988	
55515	55515	-22614	
55516	55516	-15316	
55517	55517	-4827	
55518	55518	6821	
55519	55519	16902	
55520	55520	23436	
55521	55521	24835	
55522	55522	20703	
55523	55523	11966	
55524	55524	390	
55525	55525	-11052	
55526	55526	-20251	
55527	55527	-24713	
55528	55528	-23697	
55529	55529	-17516	
55530	55530	-7580	
55531	55531	3875	
55532	55532	14559	
55533	55533	22210	
55534	55534	25000	
55535	55535	22292	
55536	55536	14568	
55537	55537	3387	
55538	55538	-8476	
55539	55539	-18414	
55540	55540	-24136	
55541	55541	-24458	
55542	55542	-19569	
55543	55543	-10344	
55544	55544	1001	
55545	55545	12113	
55546	55546	20722	
55547	55547	24804	
55548	55548	23476	
55549	55549	16878	
55550	55550	6303	
55551	55551	-5596	
55552	55552	-16269	
55553	55553	-23170	
55554	55554	-24904	
55555	55555	-21206	
55556	55556	-12901	
55557	55557	-1931	
55558	55558	9444	
55559	55559	18925	
55560	55560	24293	
55561	55561	24321	
55562	55562	18984	
55563	55563	9171	
55564	55564	-2666	
55565	55565	-13826	
55566	55566	-21843	
55567	55567	-24987	
55568	55568	-22595	
55569	55569	-15368	
55570	55570	-4912	
55571	55571	6642	
55572	55572	16808	
55573	55573	23398	
55574	55574	24836	
55575	55575	20670	
55576	55576	11700	
55577	55577	209	
55578	55578	-11258	
55579	55579	-20294	
55580	55580	-24702	
55581	55581	-23781	
55582	55582	-17599	
55583	55583	-7849	
55584	55584	3751	
55585	55585	14625	
55586	55586	22230	
55587	55587	25003	
55588	55588	22274	
55589	55589	14399	
55590	55590	3407	
55591	55591	-8435	
55592	55592	-18288	
55593	55593	-24116	
55594	55594	-24506	
55595	55595	-19536	
55596	55596	-10431	
55597	55597	998	
55598	55598	12171	
55599	55599	20577	
55600	55600	24822	
55601	55601	23530	
55602	55602	16652	
55603	55603	6140	
55604	55604	-5581	
55605	55605	-16152	
55606	55606	-23089	
55607	55607	-24929	
55608	55608	-21361	
55609	55609	-13260	
55610	55610	-1876	
55611	55611	9623	
55612	55612	19029	
55613	55613	24323	
55614	55614	24295	
55615	55615	18738	
55616	55616	9227	
55617	55617	-2498	
55618	55618	-13615	
55619	55619	-21855	
55620	55620	-24994	
55621	55621	-22683	
55622	55622	-15506	
55623	55623	-4772	
55624	55624	6888	
55625	55625	16950	
55626	55626	23384	
55627	55627	24848	
55628	55628	20718	
55629	55629	11904	
55630	55630	583	
55631	55631	-10987	
55632	55632	-20255	
55633	55633	-24731	
55634	55634	-23731	
55635	55635	-17635	
55636	55636	-7610	
55637	55637	4045	
55638	55638	14653	
55639	55639	22156	
55640	55640	24998	
55641	55641	22244	
55642	55642	14455	
55643	55643	3465	
55644	55644	-8472	
55645	55645	-18240	
55646	55646	-24099	
55647	55647	-24491	
55648	55648	-19579	
55649	55649	-10333	
55650	55650	1046	
55651	55651	12261	
55652	55652	20722	
55653	55653	24825	
55654	55654	23459	
55655	55655	16863	
55656	55656	6404	
55657	55657	-5410	
55658	55658	-16088	
55659	55659	-23097	
55660	55660	-24908	
55661	55661	-21250	
55662	55662	-12959	
55663	55663	-1932	
55664	55664	9565	
55665	55665	18912	
55666	55666	24289	
55667	55667	24325	
55668	55668	18970	
55669	55669	9255	
55670	55670	-2579	
55671	55671	-13816	
55672	55672	-21890	
55673	55673	-24987	
55674	55674	-22663	
55675	55675	-15384	
55676	55676	-4967	
55677	55677	6722	
55678	55678	16870	
55679	55679	23421	
55680	55680	24841	
55681	55681	20717	
55682	55682	12024	
55683	55683	366	
55684	55684	-11116	
55685	55685	-20241	
55686	55686	-24711	
55687	55687	-23737	
55688	55688	-17491	
55689	55689	-7717	
55690	55690	3901	
55691	55691	14675	
55692	55692	22200	
55693	55693	24996	
55694	55694	22309	
55695	55695	14520	
55696	55696	3400	
55697	55697	-8394	
55698	55698	-18320	
55699	55699	-24097	
55700	55700	-24495	
55701	55701	-19470	
55702	55702	-10436	
55703	55703	953	
55704	55704	12227	
55705	55705	20743	
55706	55706	24825	
55707	55707	23484	
55708	55708	16771	
55709	55709	6317	
55710	55710	-5541	
55711	55711	-16115	
55712	55712	-23149	
55713	55713	-24920	
55714	55714	-21253	
55715	55715	-12969	
55716	55716	-1988	
55717	55717	9437	
55718	55718	18925	
55719	55719	24252	
55720	55720	24327	
55721	55721	18918	
55722	55722	9260	
55723	55723	-2687	
55724	55724	-13751	
55725	55725	-21850	
55726	55726	-24991	
55727	55727	-22624	
55728	55728	-15460	
55729	55729	-4841	
55730	55730	6766	
55731	55731	16833	
55732	55732	23391	
55733	55733	24847	
55734	55734	20728	
55735	55735	12047	
55736	55736	392	
55737	55737	-11143	
55738	55738	-20198	
55739	55739	-24731	
55740	55740	-23752	
55741	55741	-17537	
55742	55742	-7774	
55743	55743	3963	
55744	55744	14608	
55745	55745	22188	
55746	55746	25001	
55747	55747	22294	
55748	55748	14466	
55749	55749	3478	
55750	55750	-8471	
55751	55751	-18293	
55752	55752	-24103	
55753	55753	-24504	
55754	55754	-19482	
55755	55755	-10544	
55756	55756	709	
55757	55757	12092	
55758	55758	20714	
55759	55759	24818	
55760	55760	23417	
55761	55761	16806	
55762	55762	6357	
55763	55763	-5514	
55764	55764	-16102	
55765	55765	-23123	
55766	55766	-24915	
55767	55767	-21245	
55768	55768	-12896	
55769	55769	-1889	
55770	55770	9479	
55771	55771	18916	
55772	55772	24286	
55773	55773	24316	
55774	55774	18963	
55775	55775	9263	
55776	55776	-2481	
55777	55777	-13873	
55778	55778	-21773	
55779	55779	-24989	
55780	55780	-22681	
55781	55781	-15405	
55782	55782	-4812	
55783	55783	6764	
55784	55784	16964	
55785	55785	23388	
55786	55786	24841	
55787	55787	20745	
55788	55788	11996	
55789	55789	325	
55790	55790	-11192	
55791	55791	-20227	
55792	55792	-24692	
55793	55793	-23749	
55794	55794	-17628	
55795	55795	-7677	
55796	55796	3900	
55797	55797	14577	
55798	55798	22142	
55799	55799	24996	
55800	55800	22271	
55801	55801	14547	
55802	55802	3480	
55803	55803	-8367	
55804	55804	-18284	
55805	55805	-24082	
55806	55806	-24483	
55807	55807	-19558	
55808	55808	-10412	
55809	55809	1031	
55810	55810	12113	
55811	55811	20728	
55812	55812	24814	
55813	55813	23478	
55814	55814	16838	
55815	55815	6491	
55816	55816	-5570	
55817	55817	-16139	
55818	55818	-23105	
55819	55819	-24911	
55820	55820	-21268	
55821	55821	-12877	
55822	55822	-1912	
55823	55823	9387	
55824	55824	18836	
55825	55825	24276	
55826	55826	24351	
55827	55827	18963	
55828	55828	9322	
55829	55829	-2619	
55830	55830	-13746	
55831	55831	-21842	
55832	55832	-24998	
55833	55833	-22615	
55834	55834	-15352	
55835	55835	-4733	
55836	55836	6702	
55837	55837	16878	
55838	55838	23400	
55839	55839	24855	
55840	55840	20781	
55841	55841	12017	
55842	55842	510	
55843	55843	-11201	
55844	55844	-20247	
55845	55845	-24714	
55846	55846	-23720	
55847	55847	-17575	
55848	55848	-7631	
55849	55849	3865	
55850	55850	14581	
55851	55851	22193	
55852	55852	25010	
55853	55853	22274	
55854	55854	14457	
55855	55855	3555	
55856	55856	-8311	
55857	55857	-18258	
55858	55858	-24116	
55859	55859	-24471	
55860	55860	-19530	
55861	55861	-10354	
55862	55862	995	
55863	55863	12030	
55864	55864	20641	
55865	55865	24817	
55866	55866	23522	
55867	55867	16911	
55868	55868	6467	
55869	55869	-5472	
55870	55870	-16131	
55871	55871	-23094	
55872	55872	-24930	
55873	55873	-21295	
55874	55874	-13022	
55875	55875	-1966	
55876	55876	9458	
55877	55877	18845	
55878	55878	24248	
55879	55879	24328	
55880	55880	18970	
55881	55881	9238	
55882	55882	-2554	
55883	55883	-13730	
55884	55884	-21854	
55885	55885	-24989	
55886	55886	-22662	
55887	55887	-15447	
55888	55888	-4823	
55889	55889	6641	
55890	55890	16861	
55891	55891	23342	
55892	55892	24834	
55893	55893	20756	
55894	55894	12098	
55895	55895	462	
55896	55896	-11197	
55897	55897	-20189	
55898	55898	-24689	
55899	55899	-23764	
55900	55900	-17564	
55901	55901	-7733	
55902	55902	3797	
55903	55903	14513	
55904	55904	22153	
55905	55905	24998	
55906	55906	22175	
55907	55907	14497	
55908	55908	3551	
55909	55909	-8229	
55910	55910	-18256	
55911	55911	-24129	
55912	55912	-24492	
55913	55913	-19562	
55914	55914	-10401	
55915	55915	926	
55916	55916	12023	
55917	55917	20699	
55918	55918	24806	
55919	55919	23476	
55920	55920	16926	
55921	55921	6384	
55922	55922	-5476	
55923	55923	-16177	
55924	55924	-23096	
55925	55925	-24918	
55926	55926	-21289	
55927	55927	-12974	
55928	55928	-2201	
55929	55929	9441	
55930	55930	18924	
55931	55931	24274	
55932	55932	24327	
55933	55933	18969	
55934	55934	9301	
55935	55935	-2452	
55936	55936	-13681	
55937	55937	-21833	
55938	55938	-24979	
55939	55939	-22663	
55940	55940	-15390	
55941	55941	-4773	
55942	55942	6713	
55943	55943	16876	
55944	55944	23408	
55945	55945	24855	
55946	55946	20775	
55947	55947	12077	
55948	55948	495	
55949	55949	-11122	
55950	55950	-20219	
55951	55951	-24704	
55952	55952	-23748	
55953	55953	-17591	
55954	55954	-7626	
55955	55955	3731	
55956	55956	14505	
55957	55957	22185	
55958	55958	25002	
55959	55959	22301	
55960	55960	14520	
55961	55961	3396	
55962	55962	-8389	
55963	55963	-18293	
55964	55964	-24085	
55965	55965	-24499	
55966	55966	-19565	
55967	55967	-10442	
55968	55968	1009	
55969	55969	12071	
55970	55970	20664	
55971	55971	24820	
55972	55972	23543	
55973	55973	16907	
55974	55974	6501	
55975	55975	-5474	
55976	55976	-16061	
55977	55977	-23099	
55978	55978	-24911	
55979	55979	-21231	
55980	55980	-12995	
55981	55981	-1954	
55982	55982	9443	
55983	55983	18868	
55984	55984	24275	
55985	55985	24327	
55986	55986	18931	
55987	55987	9329	
55988	55988	-2553	
55989	55989	-13728	
55990	55990	-21896	
55991	55991	-24989	
55992	55992	-22702	
55993	55993	-15400	
55994	55994	-4921	
55995	55995	6768	
55996	55996	16877	
55997	55997	23392	
55998	55998	24859	
55999	55999	20808	
56000	56000	12094	
56001	56001	564	
56002	56002	-11046	
56003	56003	-20199	
56004	56004	-24701	
56005	56005	-23747	
56006	56006	-17631	
56007	56007	-7654	
56008	56008	3859	
56009	56009	14590	
56010	56010	22183	
56011	56011	24998	
56012	56012	22264	
56013	56013	14485	
56014	56014	3466	
56015	56015	-8304	
56016	56016	-18294	
56017	56017	-24059	
56018	56018	-24497	
56019	56019	-19599	
56020	56020	-10475	
56021	56021	863	
56022	56022	12042	
56023	56023	20673	
56024	56024	24804	
56025	56025	23523	
56026	56026	16941	
56027	56027	6415	
56028	56028	-5505	
56029	56029	-16211	
56030	56030	-23113	
56031	56031	-24909	
56032	56032	-21246	
56033	56033	-12993	
56034	56034	-2008	
56035	56035	9435	
56036	56036	18862	
56037	56037	24273	
56038	56038	24336	
56039	56039	18876	
56040	56040	9342	
56041	56041	-2515	
56042	56042	-13712	
56043	56043	-21736	
56044	56044	-24990	
56045	56045	-22728	
56046	56046	-15464	
56047	56047	-5015	
56048	56048	6675	
56049	56049	16803	
56050	56050	23386	
56051	56051	24840	
56052	56052	20792	
56053	56053	11914	
56054	56054	444	
56055	56055	-11109	
56056	56056	-20205	
56057	56057	-24706	
56058	56058	-23770	
56059	56059	-17655	
56060	56060	-7833	
56061	56061	3685	
56062	56062	14682	
56063	56063	22169	
56064	56064	25003	
56065	56065	22302	
56066	56066	14550	
56067	56067	3633	
56068	56068	-8307	
56069	56069	-18198	
56070	56070	-24051	
56071	56071	-24504	
56072	56072	-19476	
56073	56073	-10272	
56074	56074	1015	
56075	56075	11990	
56076	56076	20702	
56077	56077	24850	
56078	56078	23513	
56079	56079	17349	
56080	56080	6898	
56081	56081	-5628	
56082	56082	-16208	
56083	56083	-23009	
56084	56084	-24928	
56085	56085	-21180	
56086	56086	-12761	
56087	56087	-1953	
56088	56088	9453	
56089	56089	19149	
56090	56090	24287	
56091	56091	24403	
56092	56092	19188	
56093	56093	9399	
56094	56094	-2595	
56095	56095	-13677	
56096	56096	-21776	
56097	56097	-24995	
56098	56098	-22594	
56099	56099	-15453	
56100	56100	-5162	
56101	56101	6317	
56102	56102	16647	
56103	56103	23334	
56104	56104	24869	
56105	56105	20695	
56106	56106	11864	
56107	56107	271	
56108	56108	-11226	
56109	56109	-20329	
56110	56110	-24717	
56111	56111	-23736	
56112	56112	-17611	
56113	56113	-7737	
56114	56114	3683	
56115	56115	14332	
56116	56116	22107	
56117	56117	25003	
56118	56118	22312	
56119	56119	14592	
56120	56120	3529	
56121	56121	-8447	
56122	56122	-18288	
56123	56123	-24067	
56124	56124	-24492	
56125	56125	-19486	
56126	56126	-10369	
56127	56127	961	
56128	56128	12134	
56129	56129	20741	
56130	56130	24810	
56131	56131	23506	
56132	56132	16903	
56133	56133	6443	
56134	56134	-5409	
56135	56135	-15979	
56136	56136	-23053	
56137	56137	-24927	
56138	56138	-21258	
56139	56139	-13019	
56140	56140	-2053	
56141	56141	9539	
56142	56142	18978	
56143	56143	24300	
56144	56144	24315	
56145	56145	18881	
56146	56146	9369	
56147	56147	-2451	
56148	56148	-13667	
56149	56149	-21887	
56150	56150	-24981	
56151	56151	-22677	
56152	56152	-15496	
56153	56153	-4919	
56154	56154	6642	
56155	56155	16780	
56156	56156	23347	
56157	56157	24864	
56158	56158	20846	
56159	56159	12124	
56160	56160	528	
56161	56161	-11185	
56162	56162	-20314	
56163	56163	-24710	
56164	56164	-23719	
56165	56165	-17626	
56166	56166	-7703	
56167	56167	3738	
56168	56168	14469	
56169	56169	22104	
56170	56170	24995	
56171	56171	22311	
56172	56172	14454	
56173	56173	3503	
56174	56174	-8341	
56175	56175	-18304	
56176	56176	-24047	
56177	56177	-24537	
56178	56178	-19680	
56179	56179	-10477	
56180	56180	1027	
56181	56181	12120	
56182	56182	20669	
56183	56183	24816	
56184	56184	23513	
56185	56185	16935	
56186	56186	6429	
56187	56187	-5489	
56188	56188	-16116	
56189	56189	-23096	
56190	56190	-24922	
56191	56191	-21273	
56192	56192	-13019	
56193	56193	-2023	
56194	56194	9251	
56195	56195	18829	
56196	56196	24231	
56197	56197	24357	
56198	56198	19019	
56199	56199	9309	
56200	56200	-2593	
56201	56201	-13724	
56202	56202	-21838	
56203	56203	-24983	
56204	56204	-22689	
56205	56205	-15479	
56206	56206	-4919	
56207	56207	6684	
56208	56208	16780	
56209	56209	23399	
56210	56210	24859	
56211	56211	20795	
56212	56212	12014	
56213	56213	483	
56214	56214	-11051	
56215	56215	-20054	
56216	56216	-24678	
56217	56217	-23722	
56218	56218	-17607	
56219	56219	-7592	
56220	56220	3906	
56221	56221	14457	
56222	56222	22150	
56223	56223	25003	
56224	56224	22295	
56225	56225	14549	
56226	56226	3537	
56227	56227	-8331	
56228	56228	-18256	
56229	56229	-24091	
56230	56230	-24509	
56231	56231	-19604	
56232	56232	-10435	
56233	56233	870	
56234	56234	11955	
56235	56235	20656	
56236	56236	24803	
56237	56237	23512	
56238	56238	16880	
56239	56239	6549	
56240	56240	-5509	
56241	56241	-16119	
56242	56242	-23106	
56243	56243	-24922	
56244	56244	-21314	
56245	56245	-13045	
56246	56246	-2025	
56247	56247	9435	
56248	56248	18872	
56249	56249	24286	
56250	56250	24368	
56251	56251	18965	
56252	56252	9299	
56253	56253	-2570	
56254	56254	-13578	
56255	56255	-21758	
56256	56256	-24998	
56257	56257	-22676	
56258	56258	-15408	
56259	56259	-4969	
56260	56260	6610	
56261	56261	16792	
56262	56262	23410	
56263	56263	24839	
56264	56264	20802	
56265	56265	12037	
56266	56266	473	
56267	56267	-11079	
56268	56268	-20137	
56269	56269	-24690	
56270	56270	-23771	
56271	56271	-17663	
56272	56272	-7765	
56273	56273	3797	
56274	56274	14596	
56275	56275	22172	
56276	56276	25002	
56277	56277	22318	
56278	56278	14582	
56279	56279	3617	
56280	56280	-8332	
56281	56281	-18332	
56282	56282	-24037	
56283	56283	-24537	
56284	56284	-19615	
56285	56285	-10461	
56286	56286	979	
56287	56287	12065	
56288	56288	20660	
56289	56289	24816	
56290	56290	23525	
56291	56291	16914	
56292	56292	6484	
56293	56293	-5423	
56294	56294	-15993	
56295	56295	-23095	
56296	56296	-24929	
56297	56297	-21332	
56298	56298	-13095	
56299	56299	-2028	
56300	56300	9391	
56301	56301	18877	
56302	56302	24263	
56303	56303	24344	
56304	56304	18969	
56305	56305	9344	
56306	56306	-2463	
56307	56307	-13673	
56308	56308	-21792	
56309	56309	-24982	
56310	56310	-22716	
56311	56311	-15409	
56312	56312	-4980	
56313	56313	6710	
56314	56314	16835	
56315	56315	23364	
56316	56316	24850	
56317	56317	20823	
56318	56318	12128	
56319	56319	607	
56320	56320	-11122	
56321	56321	-20149	
56322	56322	-24698	
56323	56323	-23773	
56324	56324	-17656	
56325	56325	-7808	
56326	56326	3693	
56327	56327	14503	
56328	56328	22163	
56329	56329	25002	
56330	56330	22311	
56331	56331	14684	
56332	56332	3541	
56333	56333	-8208	
56334	56334	-18269	
56335	56335	-24069	
56336	56336	-24535	
56337	56337	-19604	
56338	56338	-10425	
56339	56339	890	
56340	56340	12025	
